tconst,Title,Genres,runtime_minutes,vote_average,vote_count,budget_est,worldwide_gross,release_day,release_month,release_year
tt0938283,The Last Airbender,"['Action', 'Adventure', 'Family', 'Fantasy']",103,4.107660301550648,139877,150000000.0,319108402.0,1,7,2010
tt1424381,Predators,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",107,6.397057146964207,201743,40000000.0,127233748.5,3,7,2010
tt1285016,The Social Network,['Drama'],120,7.694678907383757,574694,40000000.0,224921225.0,1,10,2010
tt0800320,Clash of the Titans,"['Adventure', 'Fantasy', 'Action']",106,5.798570933856632,259890,125000000.0,493214940.5,2,4,2010
tt1212436,The Back-Up Plan,"['Comedy', 'Romance']",105,5.410303830911493,46934,35000000.0,76379093.5,23,4,2010
tt0955308,Robin Hood,"['Action', 'Adventure', 'Drama']",140,6.596815933963784,242049,205000000.0,322064373.5,14,5,2010
tt1415283,Nanny McPhee and the Big Bang,"['Comedy', 'Fantasy', 'Family']",109,6.099999999999999,26001,30000000.0,110538336.0,20,8,2010
tt0892791,Shrek Forever After,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",93,6.295515098468271,171375,165000000.0,754422770.0,16,5,2010
tt1282140,Easy A,['Comedy'],92,7.096259568701708,334293,8000000.0,75576513.0,17,9,2010
tt0963966,The Sorcerer's Apprentice,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",109,6.096076079623281,146741,155000000.0,216635031.0,13,7,2010
tt1375670,Grown Ups,['Comedy'],102,6.001484912057243,213548,77500000.0,271826809.5,24,6,2010
tt1433108,Faster,"['Crime', 'Drama', 'Action', 'Thriller']",98,6.497159120967486,94513,24000000.0,29437335.5,23,11,2010
tt0477080,Unstoppable,"['Action', 'Thriller']",98,6.79562572885464,174932,97500000.0,166763193.5,12,11,2010
tt0947798,Black Swan,"['Drama', 'Thriller']",108,7.994903442945219,657228,13000000.0,330332378.0,3,12,2010
tt1020558,Centurion,"['Adventure', 'Action', 'Drama']",97,6.397299285695176,74758,13500000.0,7387740.0,15,2,2010
tt1386588,The Other Guys,"['Action', 'Comedy', 'Crime']",107,6.6951150542101665,223851,100000000.0,170684698.5,6,8,2010
tt0840361,The Town,"['Crime', 'Drama', 'Thriller']",125,7.596328213966944,324910,37000000.0,153296508.5,17,9,2010
tt1075747,Jonah Hex,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",81,4.698653173033024,52568,47000000.0,10780848.0,18,6,2010
tt1403865,True Grit,"['Drama', 'Adventure', 'Western']",110,7.596073208994248,286850,36500000.0,252276927.5,22,12,2010
tt1242432,I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']",108,6.299999999999999,69569,1875000.0,925640.0,8,10,2010
tt1250777,Kick-Ass,"['Action', 'Crime']",117,7.592533219252014,504903,28000000.0,96860018.5,16,4,2010
tt0944835,Salt,"['Action', 'Mystery', 'Thriller']",100,6.3988446891357995,280444,120000000.0,291989783.5,23,7,2010
tt0808510,Tooth Fairy,"['Comedy', 'Family', 'Fantasy']",101,5.008139087622125,38997,48000000.0,112536447.0,22,1,2010
tt0985694,Machete,"['Action', 'Comedy', 'Thriller']",105,6.59696713033847,184182,16250000.0,45232143.0,3,9,2010
tt1279935,Date Night,['Comedy'],92,6.296428912897983,146426,55000000.0,152266456.5,8,4,2010
tt1231583,Due Date,"['Comedy', 'Drama']",95,6.498060007308415,306496,65000000.0,211759933.5,4,11,2010
tt1053424,Repo Men,"['Action', 'Science Fiction', 'Thriller', 'Crime']",111,6.298995057660625,97120,32000000.0,18302564.5,19,3,2010
tt1155076,The Karate Kid,"['Action', 'Adventure', 'Drama', 'Family']",140,6.202099758594634,149541,40000000.0,355450480.0,10,6,2010
tt1196141,Diary of a Wimpy Kid,"['Comedy', 'Family']",93,6.196261682242991,39376,15000000.0,76575424.5,19,3,2010
tt0455407,The Crazies,"['Mystery', 'Horror', 'Action']",101,6.497054056359655,105501,19500000.0,55700837.0,26,2,2010
tt0970866,Little Fockers,"['Comedy', 'Romance']",98,5.5018624202561695,101105,100000000.0,310650579.5,21,12,2010
tt0989757,Dear John,"['Drama', 'Romance', 'War']",111,6.310187843116354,131333,25000000.0,128505306.5,4,2,2010
tt1038686,Legion,['Horror'],100,5.201229451434537,93863,26000000.0,67783116.0,22,1,2010
tt1216492,Leap Year,"['Romance', 'Comedy']",100,6.502272857716811,87115,19000000.0,31270696.0,8,1,2010
tt1055292,Life As We Know It,"['Comedy', 'Romance', 'Drama']",114,6.603044633137383,114825,38000000.0,105748980.5,2,10,2010
tt0947810,Green Zone,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",115,6.7961851623576734,123308,100000000.0,96202954.5,11,3,2010
tt1403981,Remember Me,"['Drama', 'Romance']",113,7.1,131522,16000000.0,56269504.5,12,3,2010
tt1542344,127 Hours,"['Adventure', 'Drama', 'Thriller']",94,7.591835404880365,328418,18000000.0,47955045.5,5,11,2010
tt0464154,Piranha 3D,"['Comedy', 'Horror']",88,5.398750546408277,82356,24000000.0,83424162.5,20,8,2010
tt1226273,Edge of Darkness,"['Crime', 'Drama', 'Mystery', 'Thriller']",117,6.597215565712414,85547,70000000.0,81969489.0,29,1,2010
tt0817230,Valentine's Day,"['Comedy', 'Romance']",125,5.701748290214343,109078,52000000.0,217027491.0,11,2,2010
tt1458175,The Next Three Days,"['Romance', 'Drama', 'Thriller', 'Crime']",133,7.396534049016428,169535,30000000.0,59202283.5,19,11,2010
tt1462758,Buried,"['Drama', 'Thriller', 'Mystery']",94,6.995778955809612,140913,1987650.0,20211385.0,24,9,2010
tt1320261,Gulliver's Travels,"['Comedy', 'Adventure', 'Family', 'Fantasy']",85,4.90410502721742,62460,112000000.0,234700286.0,25,12,2010
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']",97,6.993478463732954,75013,90000000.0,139895053.5,24,9,2010
tt1273678,The Spy Next Door,"['Action', 'Comedy', 'Family']",94,5.503474356575888,37417,28000000.0,45994700.5,15,1,2010
tt1116184,Jackass 3D,"['Comedy', 'Documentary', 'Action']",94,6.991500444905828,53944,20000000.0,144455032.0,15,10,2010
tt1126618,Morning Glory,"['Comedy', 'Drama', 'Romance']",107,6.497893778273896,68084,40000000.0,59290125.0,10,11,2010
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,"['Comedy', 'Family', 'Action', 'Fantasy']",82,4.312682926829268,12915,85000000.0,112755073.5,30,7,2010
tt0964517,The Fighter,['Drama'],116,7.796354245069997,318864,18000000.0,111439698.5,17,12,2010
tt1243957,The Tourist,"['Action', 'Thriller', 'Romance']",103,6.001492992513594,209847,100000000.0,278731369.0,10,12,2010
tt1103153,Killers,"['Action', 'Comedy', 'Thriller', 'Romance']",100,5.406290768512646,83551,75000000.0,96866356.0,4,6,2010
tt1414382,You Again,"['Comedy', 'Romance']",105,5.806190958164642,47424,20000000.0,32446657.0,24,9,2010
tt1314655,Devil,"['Horror', 'Mystery', 'Thriller']",80,6.196320269264378,123596,10000000.0,48468644.5,17,9,2010
tt0480255,The Losers,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",97,6.398007554296507,84720,25000000.0,26721920.0,23,4,2010
tt1313092,Animal Kingdom,"['Drama', 'Thriller', 'Crime', 'Mystery']",113,7.2961616161616165,51975,4600000.0,4539341.5,13,8,2010
tt1470827,Monsters,"['Drama', 'Thriller', 'Science Fiction']",94,6.3980089222822265,85180,500000.0,5639730.0,29,10,2010
tt1231587,Hot Tub Time Machine,"['Science Fiction', 'Comedy', 'Adventure']",101,6.39643889407448,155345,36000000.0,65270006.0,26,3,2010
tt1334260,Never Let Me Go,"['Drama', 'Romance', 'Science Fiction']",103,7.097045167379621,131378,15000000.0,10545905.5,15,9,2010
tt0804497,It's Kind of a Funny Story,"['Comedy', 'Drama']",101,7.098956716335584,126907,8000000.0,6562095.0,8,10,2010
tt0879870,Eat Pray Love,['Drama'],133,5.803061444302242,78917,60000000.0,205596402.5,12,8,2010
tt1261945,Sex and the City 2,"['Comedy', 'Drama', 'Romance']",146,4.417333733287625,70008,97500000.0,291514235.0,27,5,2010
tt1341167,Four Lions,"['Comedy', 'Crime', 'Drama']",97,7.29721232979201,66830,2358843.0,3547340.5,5,11,2010
tt1038919,The Bounty Hunter,"['Action', 'Comedy', 'Drama']",110,5.601426304669898,114071,42500000.0,135904418.5,19,3,2010
tt1399683,Winter's Bone,['Drama'],100,7.197829533268057,128682,2000000.0,14981527.0,11,6,2010
tt0872230,My Soul to Take,"['Drama', 'Horror', 'Mystery', 'Thriller']",107,4.80795576551428,18628,25000000.0,18278713.5,8,10,2010
tt1179056,A Nightmare on Elm Street,"['Horror', 'Mystery', 'Thriller']",95,5.204860479834302,86905,35000000.0,116696829.0,30,4,2010
tt0817177,Flipped,"['Romance', 'Drama']",89,7.696600084437174,75796,14000000.0,3022602.5,6,8,2010
tt1228987,Let Me In,"['Drama', 'Horror', 'Mystery']",116,7.096073024714776,108073,20000000.0,26208006.0,1,10,2010
tt1645089,Inside Job,['Documentary'],109,8.29645735137601,65770,2000000.0,7835389.5,8,10,2010
tt1438254,Charlie St. Cloud,"['Drama', 'Romance']",99,6.509912433083986,56414,44000000.0,48334394.0,1,5,2010
tt0492389,Furry Vengeance,"['Comedy', 'Family']",92,3.815110458519656,14983,35000000.0,37788443.5,2,4,2010
tt1194417,Casino Jack,"['Crime', 'Comedy', 'Drama']",108,6.199088127294981,16340,12500000.0,1677934.5,17,12,2010
tt1431181,Another Year,"['Comedy', 'Drama']",129,7.298296938273474,26423,8000000.0,19064937.5,29,12,2010
tt0892318,Letters to Juliet,"['Comedy', 'Drama', 'Romance']",105,6.605826303746457,87843,30000000.0,82148538.0,14,5,2010
tt0935075,Rabbit Hole,['Drama'],91,6.998720672961072,45649,5000000.0,5668942.0,16,12,2010
tt1235189,Wild Target,"['Action', 'Comedy']",98,6.7958448834291385,34271,8000000.0,4383618.5,29,10,2010
tt1320244,The Last Exorcism,"['Horror', 'Drama', 'Thriller']",87,5.6,46334,1800000.0,68951995.0,27,8,2010
tt1294226,The Last Song,"['Drama', 'Family', 'Romance']",107,6.034219911039643,77113,20000000.0,90907997.5,31,3,2010
tt1302067,Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']",80,4.614021013405103,19321,80000000.0,203179415.5,17,12,2010
tt1028576,Secretariat,['Drama'],123,7.198382923673998,24736,35000000.0,60313809.0,8,10,2010
tt1440728,The American,"['Crime', 'Drama', 'Thriller']",104,6.296059529656323,87553,20000000.0,66707523.5,1,9,2010
tt1120985,Blue Valentine,"['Drama', 'Romance']",112,7.395118358697299,171766,2250000.0,16566240.0,29,12,2010
tt1666186,Vampires Suck,"['Comedy', 'Horror']",82,3.4103176380986513,44642,20000000.0,80986427.0,18,8,2010
tt1135084,Takers,"['Action', 'Crime', 'Drama', 'Thriller']",107,6.2,53982,32000000.0,69821481.5,26,8,2010
tt1564585,Skyline,"['Science Fiction', 'Action']",92,4.403941189690454,84543,10000000.0,67624930.0,12,11,2010
tt1385867,Cop Out,"['Action', 'Comedy', 'Crime']",107,5.598069179643914,82452,33500000.0,55746857.0,26,2,2010
tt1126591,Burlesque,"['Drama', 'Romance']",119,6.41158330563864,72216,55000000.0,90036224.0,23,11,2010
tt1106860,Ca$h,"['Crime', 'Thriller', 'Comedy', 'Mystery']",108,5.9974303085924054,8717,7000000.0,46488.0,1,1,2010
tt1392197,Marmaduke,"['Family', 'Comedy']",87,4.224197802197803,13650,50000000.0,86828887.0,4,6,2010
tt1226229,Get Him to the Greek,['Comedy'],109,6.3969870813426555,162633,40000000.0,90742765.5,4,6,2010
tt0842926,The Kids Are All Right,"['Comedy', 'Drama']",106,6.997188708748252,121510,3750000.0,35490659.5,9,7,2010
tt0775489,The Illusionist,"['Animation', 'Drama']",80,7.499125382645093,32014,17500000.0,7308571.5,25,12,2010
tt1423995,Stone,"['Drama', 'Thriller']",105,5.3982872234045285,39001,22000000.0,6772369.0,22,10,2010
tt1322312,Going the Distance,"['Comedy', 'Drama', 'Romance']",102,6.297843655933595,54815,32000000.0,42824918.0,3,9,2010
tt1032751,The Warrior's Way,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",100,6.2983410966740205,24474,42000000.0,9800947.0,3,12,2010
tt1017451,The Runaways,"['Drama', 'Music']",106,6.5979746835443045,44240,9750000.0,4137221.5,19,3,2010
tt1536044,Paranormal Activity 2,"['Horror', 'Thriller']",91,5.7,94464,3000000.0,177512032.0,21,10,2010
tt1212419,Hereafter,"['Drama', 'Fantasy']",129,6.494227103567214,88136,50000000.0,106928952.5,22,10,2010
tt1139328,The Ghost Writer,"['Thriller', 'Mystery']",128,7.196961361096052,149409,45000000.0,62931969.0,12,2,2010
tt0815236,She's Out of My League,"['Comedy', 'Romance']",104,6.397538383453877,118215,20000000.0,49230352.5,12,3,2010
tt0889573,The Switch,"['Comedy', 'Romance', 'Drama']",101,6.1000000000000005,91669,19000000.0,49844536.0,20,8,2010
tt1470023,MacGruber,"['Action', 'Adventure', 'Comedy']",90,5.498651752721462,40052,10000000.0,8976395.0,21,5,2010
tt1555064,Country Strong,"['Drama', 'Romance', 'Music']",117,6.300000000000001,16422,15000000.0,20601987.0,22,12,2010
tt1041804,The Nutcracker in 3D,"['Music', 'Fantasy', 'Action', 'Family']",110,4.336194029850746,3216,90000000.0,18822004.5,24,11,2010
tt1244754,Conviction,['Drama'],107,7.200000000000001,40068,12500000.0,9279980.0,15,10,2010
tt0493949,Ramona and Beezus,"['Comedy', 'Family']",103,6.5916596156170675,16546,15000000.0,27381682.0,23,7,2010
tt1371155,Made in Dagenham,"['Comedy', 'Drama', 'History']",113,7.19321829553161,13271,7600000.0,14136833.5,19,11,2010
tt1321509,Death at a Funeral,['Comedy'],92,5.699999999999999,42481,21000000.0,49014059.5,15,4,2010
tt1570989,Tiny Furniture,"['Romance', 'Comedy', 'Drama']",98,6.19817493879368,13479,57500.0,420323.5,12,11,2010
tt1391137,Why Did I Get Married Too?,"['Comedy', 'Romance']",121,4.607320156285911,8702,20000000.0,60451831.5,2,4,2010
tt0427152,Dinner for Schmucks,['Comedy'],114,5.897015119070794,92466,69000000.0,86592179.5,30,7,2010
tt1244659,Extraordinary Measures,['Drama'],105,6.498066472892708,15826,31000000.0,15480638.5,21,1,2010
tt1274300,The Tempest,"['Drama', 'Fantasy']",110,5.402919298245615,7125,20000000.0,312268.5,10,12,2010
tt1152822,Freakonomics,['Documentary'],93,6.401747662118657,6523,2950000.0,138301.0,1,10,2010
tt1361313,The Extra Man,['Comedy'],108,5.9,4626,7000000.0,472593.5,1,8,2010
tt1305583,Our Family Wedding,['Comedy'],103,4.905282669138091,6474,14000000.0,21409787.0,12,3,2010
tt1695994,The Virginity Hit,['Comedy'],103,4.6,3731,2000000.0,600206.0,10,9,2010
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,['Documentary'],41,6.915957446808511,376,5000000.0,10294613.0,14,5,2010
tt1210039,Blood Done Sign My Name,"['Drama', 'Crime']",64,6.593987975951903,499,10000000.0,96061.0,1,2,2010
tt1220634,Resident Evil: Afterlife,"['Action', 'Adventure', 'Horror', 'Science Fiction']",96,5.8999999999999995,155389,58750000.0,298051137.0,10,9,2010
tt0800369,Thor,"['Adventure', 'Fantasy', 'Action']",115,6.994498497186894,696028,150000000.0,449326618.0,6,5,2011
tt1411697,The Hangover Part II,['Comedy'],102,6.498580738034444,439031,80000000.0,586614305.0,25,5,2011
tt1298650,Pirates of the Caribbean: On Stranger Tides,"['Adventure', 'Action', 'Fantasy']",136,6.596242396343668,456195,395300000.0,1045688838.5,20,5,2011
tt0458339,Captain America: The First Avenger,"['Action', 'Adventure', 'Science Fiction']",124,6.8999999999999995,680947,140000000.0,370569775.0,22,7,2011
tt1216475,Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']",106,6.191485046022997,142972,200000000.0,560003889.5,16,6,2011
tt1318514,Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'Science Fiction']",105,7.593954347368925,480279,93000000.0,476923192.5,4,8,2011
tt1219289,Limitless,"['Thriller', 'Mystery', 'Science Fiction']",105,7.396213799532865,498785,27000000.0,158707187.0,8,3,2011
tt1637688,In Time,"['Action', 'Thriller', 'Science Fiction']",109,6.701772526268583,352322,37500000.0,169517274.0,28,10,2011
tt1515091,Sherlock Holmes: A Game of Shadows,"['Adventure', 'Action', 'Crime', 'Mystery']",129,7.493629062658369,400569,125000000.0,435139221.5,16,12,2011
tt1568346,The Girl with the Dragon Tattoo,"['Thriller', 'Crime', 'Mystery', 'Drama']",158,7.794929140776041,391551,90000000.0,235995700.0,14,12,2011
tt1600195,Abduction,"['Thriller', 'Action', 'Mystery']",106,5.116863726241878,74343,35000000.0,84367757.0,23,9,2011
tt1302011,Kung Fu Panda 2,"['Animation', 'Family']",90,7.192184167553524,232093,150000000.0,665264914.0,25,5,2011
tt1133985,Green Lantern,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",114,5.49331179283707,256571,200000000.0,219693332.0,17,6,2011
tt0816462,Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",113,5.2,91858,90000000.0,63439708.0,19,8,2011
tt0472181,The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",103,5.5026503030531195,79689,110000000.0,563749323.0,29,7,2011
tt1262416,Scream 4,"['Horror', 'Mystery']",111,6.2,120389,40000000.0,96610505.0,11,4,2011
tt1464174,"Big Mommas: Like Father, Like Son","['Crime', 'Comedy', 'Action']",107,4.428385039141781,24143,32000000.0,82973932.0,18,2,2011
tt0780504,Drive,"['Drama', 'Action', 'Thriller', 'Crime']",100,7.7961738402823,528232,15000000.0,79706377.5,16,9,2011
tt1634122,Johnny English Reborn,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",101,6.296786050393309,112634,45000000.0,162359493.5,21,10,2011
tt1291584,Warrior,['Drama'],140,8.197843052243659,405944,25000000.0,23636250.0,9,9,2011
tt1210166,Moneyball,['Drama'],133,7.5965720314248175,328912,50000000.0,110753525.5,22,9,2011
tt0822847,Priest,"['Fantasy', 'Horror']",87,5.697886314020296,109477,60000000.0,81231578.5,13,5,2011
tt1092026,Paul,"['Adventure', 'Comedy', 'Science Fiction']",104,6.993253095033634,223584,40000000.0,99357078.0,17,3,2011
tt1448755,Killer Elite,"['Action', 'Adventure', 'Thriller']",116,6.497239991919463,118804,68000000.0,61593076.0,23,9,2011
tt0433035,Real Steel,"['Action', 'Science Fiction', 'Drama']",127,7.095245400902464,288100,110000000.0,281574424.5,6,10,2011
tt1253864,Immortals,"['Fantasy', 'Action', 'Drama']",110,5.998146649139054,154423,75000000.0,219233226.0,11,11,2011
tt1411704,Hop,"['Animation', 'Comedy', 'Family']",95,5.404141811279827,29504,63000000.0,186305658.0,1,4,2011
tt1436562,Rio,"['Animation', 'Adventure', 'Comedy', 'Family']",96,6.8942718491331,195351,90000000.0,486077784.5,15,4,2011
tt0990407,The Green Hornet,"['Action', 'Crime', 'Comedy']",119,5.7962190819763615,150519,115000000.0,228486375.5,13,1,2011
tt1192628,Rango,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",107,7.190659433415612,219173,135000000.0,245724601.5,3,3,2011
tt0978764,Sucker Punch,"['Action', 'Fantasy', 'Thriller']",110,6.09877152433205,221087,78500000.0,89775445.5,25,3,2011
tt1650062,Super 8,"['Thriller', 'Science Fiction', 'Mystery']",112,6.996363120899574,324509,50000000.0,259034365.5,9,6,2011
tt0472399,The Mechanic,"['Action', 'Thriller', 'Crime']",93,6.596482194081019,142930,41250000.0,63709100.0,28,1,2011
tt1411238,No Strings Attached,"['Comedy', 'Romance']",107,6.2,200275,25000000.0,149228077.5,21,1,2011
tt1502404,Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']",104,5.398948026590027,91162,50000000.0,34986992.0,24,2,2011
tt1499658,Horrible Bosses,"['Comedy', 'Crime']",98,6.896182214305766,402537,35000000.0,211128080.0,8,7,2011
tt1632708,Friends with Benefits,"['Romance', 'Comedy']",109,6.6,321975,35000000.0,148069068.0,21,7,2011
tt1385826,The Adjustment Bureau,"['Science Fiction', 'Thriller', 'Romance']",106,7.094320921161789,230231,50200000.0,127400352.0,4,3,2011
tt1284575,Bad Teacher,['Comedy'],92,5.696855766148966,184083,19500000.0,215823244.5,19,6,2011
tt0945513,Source Code,"['Thriller', 'Science Fiction', 'Mystery']",93,7.497024082003658,456565,32000000.0,143880598.0,1,4,2011
tt1622979,Final Destination 5,"['Horror', 'Mystery']",92,5.901705058038131,99762,43500000.0,156449404.0,12,8,2011
tt1605783,Midnight in Paris,"['Fantasy', 'Comedy', 'Romance']",94,7.697800063806472,360465,30000000.0,156810996.5,20,5,2011
tt1723811,Shame,['Drama'],101,7.198141766882517,172960,6500000.0,12160921.5,2,12,2011
tt0970179,Hugo,"['Adventure', 'Drama', 'Family']",126,7.4942919032640924,288993,175000000.0,182908972.0,23,11,2011
tt1615918,Alvin and the Chipmunks: Chipwrecked,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",87,4.439725464690378,29213,77500000.0,345891979.0,16,12,2011
tt1454029,The Help,['Drama'],146,8.1,396643,25000000.0,214879558.0,10,8,2011
tt0479997,Season of the Witch,"['Adventure', 'Fantasy', 'Action']",95,5.398448277840902,87129,40000000.0,91376914.0,7,1,2011
tt1306980,50/50,"['Comedy', 'Drama']",100,7.69581408260792,302586,8000000.0,40261259.0,30,9,2011
tt0905372,The Thing,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",103,6.1987608557509,113304,36500000.0,29539182.5,14,10,2011
tt1240982,Your Highness,"['Comedy', 'Adventure', 'Fantasy']",102,5.498430744595677,93675,49950000.0,26121638.0,8,4,2011
tt0471042,Tower Heist,"['Action', 'Comedy']",104,6.197486858099042,126694,80000000.0,151676784.5,4,11,2011
tt1488555,The Change-Up,['Comedy'],112,6.297309605817068,156780,52000000.0,75723752.0,5,8,2011
tt1655420,My Week with Marilyn,['Drama'],99,6.997223956642273,80078,8200000.0,34649134.0,23,11,2011
tt1401152,Unknown,"['Action', 'Mystery', 'Thriller']",113,6.897416213481725,237210,35000000.0,133454740.0,18,2,2011
tt1438176,Fright Night,"['Horror', 'Comedy']",106,6.395714539804769,95579,30000000.0,40761628.0,19,8,2011
tt0376136,The Rum Diary,"['Drama', 'Comedy']",119,6.196584205618249,95439,45000000.0,22772366.0,27,10,2011
tt0983193,The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']",107,7.292096985137179,205681,130000000.0,372967011.0,20,12,2011
tt1509767,The Three Musketeers,"['Adventure', 'Action', 'Thriller']",110,5.798404063837446,100004,82500000.0,136076198.5,20,10,2011
tt1674784,Trespass,"['Crime', 'Drama', 'Thriller', 'Mystery']",91,5.302945515465206,39993,35500000.0,5199500.5,14,10,2011
tt1486185,Red Riding Hood,"['Fantasy', 'Thriller', 'Horror']",100,5.507228568962044,104253,42000000.0,90420302.0,11,3,2011
tt1189340,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",118,7.298456743272919,197634,40000000.0,86278992.0,18,3,2011
tt1366344,The Sitter,['Comedy'],81,5.697856072191016,66047,25000000.0,36845796.0,9,12,2011
tt0478304,The Tree of Life,"['Drama', 'Fantasy']",139,6.797810071141042,157996,33500000.0,58198026.0,27,5,2011
tt1204342,The Muppets,"['Comedy', 'Family', 'Music']",103,7.095028893435267,83583,45000000.0,163078079.5,23,11,2011
tt0810922,Take Me Home Tonight,"['Comedy', 'Drama', 'Romance']",97,6.298608717064762,48732,19000000.0,7252336.0,4,3,2011
tt1622547,30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",83,6.095316704322256,88079,28000000.0,40757078.0,12,8,2011
tt0810913,Jack and Jill,['Comedy'],91,3.3124053252397045,72485,79000000.0,150096502.5,11,11,2011
tt1675192,Take Shelter,"['Thriller', 'Drama']",120,7.398125900436972,83987,4875000.0,4035665.0,30,9,2011
tt1449283,Winnie the Pooh,"['Animation', 'Family']",63,7.193356277121054,20049,30000000.0,32302803.5,14,7,2011
tt1527186,Melancholia,"['Drama', 'Science Fiction']",135,7.198941164332328,155076,8400000.0,18881809.5,11,11,2011
tt1067774,Monte Carlo,"['Adventure', 'Comedy', 'Romance']",109,5.811952710149283,39924,20000000.0,39677217.0,1,7,2011
tt1340800,Tinker Tailor Soldier Spy,"['Drama', 'Thriller', 'Mystery']",124,7.096818914074376,176292,25500000.0,81041709.5,9,12,2011
tt1222817,Zookeeper,"['Comedy', 'Romance', 'Family']",102,5.2016628504936,53282,80000000.0,170329142.0,8,7,2011
tt1093357,The Darkest Hour,"['Horror', 'Action', 'Thriller', 'Science Fiction']",89,4.9,55806,32400000.0,63729250.5,25,12,2011
tt1564349,Dolphin Tale,"['Drama', 'Family']",113,6.898448251316851,21073,37000000.0,95736560.5,23,9,2011
tt1657507,Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",108,6.401539930360553,89030,40000000.0,66630558.0,26,8,2011
tt1033575,The Descendants,"['Comedy', 'Drama']",115,7.2966175673153,224986,20000000.0,176375492.5,18,11,2011
